   Elapsed time	    ECG	    ECG
          5.836	 -0.071	  0.240
          5.840	 -0.071	  0.236
          5.844	 -0.074	  0.237
          5.848	 -0.074	  0.234
          5.852	 -0.077	  0.231
          5.856	 -0.075	  0.228
          5.860	 -0.072	  0.223
          5.864	 -0.070	  0.224
          5.868	 -0.070	  0.220
          5.872	 -0.068	  0.219
          5.876	 -0.065	  0.215
          5.880	 -0.068	  0.223
          5.884	 -0.066	  0.216
          5.888	 -0.066	  0.212
          5.892	 -0.065	  0.212
          5.896	 -0.064	  0.214
          5.900	 -0.061	  0.217
          5.904	 -0.058	  0.210
          5.908	 -0.060	  0.214
          5.912	 -0.062	  0.214
          5.916	 -0.066	  0.219
          5.920	 -0.069	  0.219
          5.924	 -0.068	  0.220
          5.928	 -0.062	  0.223
          5.932	 -0.060	  0.224
          5.936	 -0.064	  0.225
          5.940	 -0.065	  0.224
          5.944	 -0.071	  0.234
          5.948	 -0.070	  0.235
          5.952	 -0.066	  0.235
          5.956	 -0.064	  0.230
          5.960	 -0.065	  0.226
          5.964	 -0.066	  0.224
          5.968	 -0.068	  0.219
          5.972	 -0.069	  0.221
          5.976	 -0.068	  0.221
          5.980	 -0.066	  0.226
          5.984	 -0.066	  0.221
          5.988	 -0.064	  0.217
          5.992	 -0.062	  0.209
          5.996	 -0.065	  0.204
          6.000	 -0.068	  0.200
          6.004	 -0.066	  0.196
          6.008	 -0.064	  0.191
          6.012	 -0.060	  0.182
          6.016	 -0.055	  0.172
          6.020	 -0.049	  0.166
          6.024	 -0.052	  0.165
          6.028	 -0.049	  0.164
          6.032	 -0.046	  0.161
          6.036	 -0.044	  0.160
          6.040	 -0.043	  0.155
          6.044	 -0.043	  0.147
          6.048	 -0.036	  0.140
          6.052	 -0.034	  0.138
          6.056	 -0.026	  0.138
          6.060	 -0.025	  0.136
          6.064	 -0.021	  0.140
          6.068	 -0.022	  0.139
          6.072	 -0.024	  0.139
          6.076	 -0.028	  0.134
          6.080	 -0.026	  0.134
          6.084	 -0.024	  0.133
          6.088	 -0.024	  0.135
          6.092	 -0.021	  0.135
          6.096	 -0.026	  0.133
          6.100	 -0.030	  0.138
          6.104	 -0.031	  0.138
          6.108	 -0.028	  0.139
          6.112	 -0.019	  0.139
          6.116	 -0.025	  0.142
          6.120	 -0.026	  0.146
          6.124	 -0.029	  0.147
          6.128	 -0.030	  0.150
          6.132	 -0.033	  0.142
          6.136	 -0.031	  0.144
          6.140	 -0.026	  0.140
          6.144	 -0.029	  0.139
          6.148	 -0.028	  0.138
          6.152	 -0.025	  0.139
          6.156	 -0.024	  0.140
          6.160	 -0.026	  0.135
          6.164	 -0.029	  0.135
          6.168	 -0.030	  0.129
          6.172	 -0.030	  0.126
          6.176	 -0.029	  0.120
          6.180	 -0.029	  0.117
          6.184	 -0.024	  0.120
          6.188	 -0.021	  0.119
          6.192	 -0.019	  0.119
          6.196	 -0.019	  0.117
          6.200	 -0.016	  0.116
          6.204	 -0.016	  0.110
          6.208	 -0.018	  0.109
          6.212	 -0.016	  0.101
          6.216	 -0.019	  0.098
          6.220	 -0.021	  0.086
          6.224	 -0.022	  0.085
          6.228	 -0.021	  0.089
          6.232	 -0.019	  0.099
          6.236	 -0.018	  0.106
          6.240	 -0.018	  0.109
          6.244	 -0.018	  0.109
          6.248	 -0.016	  0.102
          6.252	 -0.015	  0.095
          6.256	 -0.010	  0.081
          6.260	 -0.007	  0.071
          6.264	 -0.003	  0.064
          6.268	  0.000	  0.059
          6.272	  0.004	  0.056
          6.276	  0.009	  0.045
          6.280	  0.013	  0.040
          6.284	  0.015	  0.039
          6.288	  0.020	  0.043
          6.292	  0.025	  0.046
          6.296	  0.028	  0.049
          6.300	  0.028	  0.051
          6.304	  0.024	  0.054
          6.308	  0.025	  0.059
          6.312	  0.030	  0.068
          6.316	  0.037	  0.075
          6.320	  0.049	  0.077
          6.324	  0.049	  0.072
          6.328	  0.054	  0.064
          6.332	  0.050	  0.055
          6.336	  0.048	  0.052
          6.340	  0.035	  0.050
          6.344	  0.028	  0.043
          6.348	  0.020	  0.035
          6.352	  0.009	  0.028
          6.356	  0.000	  0.022
          6.360	 -0.009	  0.018
          6.364	 -0.018	  0.014
          6.368	 -0.022	  0.004
          6.372	 -0.021	 -0.001
          6.376	 -0.022	 -0.011
          6.380	 -0.022	 -0.021
          6.384	 -0.022	 -0.029
          6.388	 -0.029	 -0.035
          6.392	 -0.033	 -0.045
          6.396	 -0.035	 -0.070
          6.400	 -0.036	 -0.091
          6.404	 -0.041	 -0.095
          6.408	 -0.044	 -0.095
          6.412	 -0.036	 -0.096
          6.416	 -0.035	 -0.102
          6.420	 -0.031	 -0.106
          6.424	 -0.031	 -0.115
          6.428	 -0.033	 -0.122
          6.432	 -0.033	 -0.130
          6.436	 -0.034	 -0.128
          6.440	 -0.031	 -0.126
          6.444	 -0.031	 -0.146
          6.448	 -0.026	 -0.194
          6.452	 -0.024	 -0.275
          6.456	 -0.028	 -0.355
          6.460	 -0.034	 -0.422
          6.464	 -0.039	 -0.469
          6.468	 -0.036	 -0.485
          6.472	 -0.028	 -0.501
          6.476	 -0.009	 -0.495
          6.480	  0.011	 -0.502
          6.484	  0.030	 -0.486
          6.488	  0.049	 -0.482
          6.492	  0.075	 -0.472
          6.496	  0.110	 -0.460
          6.500	  0.160	 -0.446
          6.504	  0.210	 -0.416
          6.508	  0.258	 -0.390
          6.512	  0.281	 -0.344
          6.516	  0.296	 -0.305
          6.520	  0.295	 -0.255
          6.524	  0.261	 -0.204
          6.528	  0.199	 -0.159
          6.532	  0.091	 -0.134
          6.536	 -0.013	 -0.124
          6.540	 -0.096	 -0.116
          6.544	 -0.138	 -0.114
          6.548	 -0.140	 -0.111
          6.552	 -0.125	 -0.111
          6.556	 -0.111	 -0.104
          6.560	 -0.105	 -0.099
          6.564	 -0.099	 -0.098
          6.568	 -0.094	 -0.101
          6.572	 -0.090	 -0.102
          6.576	 -0.084	 -0.102
          6.580	 -0.077	 -0.102
          6.584	 -0.074	 -0.099
          6.588	 -0.070	 -0.095
          6.592	 -0.071	 -0.089
          6.596	 -0.075	 -0.087
          6.600	 -0.077	 -0.085
          6.604	 -0.079	 -0.080
          6.608	 -0.079	 -0.075
          6.612	 -0.075	 -0.075
          6.616	 -0.069	 -0.077
          6.620	 -0.065	 -0.071
          6.624	 -0.074	 -0.061
          6.628	 -0.075	 -0.050
          6.632	 -0.075	 -0.043
          6.636	 -0.076	 -0.043
          6.640	 -0.080	 -0.043
          6.644	 -0.076	 -0.041
          6.648	 -0.066	 -0.037
          6.652	 -0.066	 -0.031
          6.656	 -0.065	 -0.024
          6.660	 -0.065	 -0.020
          6.664	 -0.065	 -0.013
          6.668	 -0.069	 -0.009
          6.672	 -0.069	  0.001
          6.676	 -0.064	  0.009
          6.680	 -0.059	  0.011
          6.684	 -0.055	  0.009
          6.688	 -0.052	  0.013
          6.692	 -0.046	  0.020
          6.696	 -0.046	  0.020
          6.700	 -0.052	  0.022
          6.704	 -0.054	  0.025
          6.708	 -0.046	  0.026
          6.712	 -0.039	  0.022
          6.716	 -0.045	  0.019
          6.720	 -0.062	  0.022
          6.724	 -0.080	  0.028
          6.728	 -0.091	  0.030
          6.732	 -0.086	  0.024
          6.736	 -0.081	  0.018
          6.740	 -0.075	  0.015
          6.744	 -0.077	  0.018
          6.748	 -0.072	  0.020
          6.752	 -0.068	  0.024
          6.756	 -0.065	  0.026
          6.760	 -0.068	  0.021
          6.764	 -0.075	  0.018
          6.768	 -0.076	  0.016
          6.772	 -0.080	  0.018
          6.776	 -0.077	  0.018
          6.780	 -0.072	  0.018
          6.784	 -0.065	  0.020
          6.788	 -0.058	  0.016
          6.792	 -0.056	  0.011
          6.796	 -0.058	  0.000
          6.800	 -0.058	 -0.010
          6.804	 -0.058	 -0.016
          6.808	 -0.058	 -0.018
          6.812	 -0.051	 -0.016
          6.816	 -0.043	 -0.016
          6.820	 -0.036	 -0.015
          6.824	 -0.033	 -0.013
          6.828	 -0.033	 -0.009
          6.832	 -0.036	 -0.006
          6.836	 -0.037	 -0.006
          6.840	 -0.035	  0.003
          6.844	 -0.031	  0.009
          6.848	 -0.029	  0.015
          6.852	 -0.026	  0.015
          6.856	 -0.022	  0.016
          6.860	 -0.024	  0.020
          6.864	 -0.025	  0.024
          6.868	 -0.028	  0.029
          6.872	 -0.030	  0.034
          6.876	 -0.035	  0.034
          6.880	 -0.036	  0.026
          6.884	 -0.030	  0.021
          6.888	 -0.024	  0.021
          6.892	 -0.018	  0.025
          6.896	 -0.018	  0.026
          6.900	 -0.018	  0.022
          6.904	 -0.022	  0.015
          6.908	 -0.029	  0.013
          6.912	 -0.034	  0.007
          6.916	 -0.037	  0.000
          6.920	 -0.036	 -0.005
          6.924	 -0.040	 -0.007
          6.928	 -0.034	 -0.010
          6.932	 -0.033	 -0.011
          6.936	 -0.030	 -0.011
          6.940	 -0.026	 -0.016
          6.944	 -0.022	 -0.025
          6.948	 -0.016	 -0.026
          6.952	 -0.020	 -0.029
          6.956	 -0.019	 -0.028
          6.960	 -0.015	 -0.024
          6.964	 -0.014	 -0.022
          6.968	 -0.014	 -0.028
          6.972	 -0.013	 -0.031
          6.976	 -0.009	 -0.031
          6.980	 -0.013	 -0.030
          6.984	 -0.013	 -0.030
          6.988	 -0.013	 -0.031
          6.992	 -0.009	 -0.031
          6.996	 -0.005	 -0.035
          7.000	 -0.003	 -0.030
          7.004	 -0.005	 -0.019
          7.008	 -0.010	 -0.014
          7.012	 -0.011	 -0.014
          7.016	 -0.014	 -0.016
          7.020	 -0.011	 -0.016
          7.024	 -0.010	 -0.020
          7.028	 -0.009	 -0.026
          7.032	 -0.006	 -0.039
          7.036	 -0.004	 -0.048
          7.040	 -0.001	 -0.051
          7.044	 -0.003	 -0.050
          7.048	  0.000	 -0.051
          7.052	  0.001	 -0.055
          7.056	  0.004	 -0.059
          7.060	  0.009	 -0.066
          7.064	  0.015	 -0.066
          7.068	  0.019	 -0.065
          7.072	  0.016	 -0.068
          7.076	  0.015	 -0.072
          7.080	  0.018	 -0.075
          7.084	  0.021	 -0.066
          7.088	  0.030	 -0.058
          7.092	  0.043	 -0.045
          7.096	  0.051	 -0.045
          7.100	  0.061	 -0.051
          7.104	  0.065	 -0.051
          7.108	  0.069	 -0.050
          7.112	  0.064	 -0.049
          7.116	  0.049	 -0.050
          7.120	  0.026	 -0.050
          7.124	  0.011	 -0.046
          7.128	  0.006	 -0.044
          7.132	 -0.005	 -0.040
          7.136	 -0.019	 -0.041
          7.140	 -0.026	 -0.045
          7.144	 -0.024	 -0.052
          7.148	 -0.029	 -0.050
          7.152	 -0.044	 -0.044
          7.156	 -0.054	 -0.039
          7.160	 -0.056	 -0.043
          7.164	 -0.049	 -0.051
          7.168	 -0.045	 -0.052
          7.172	 -0.040	 -0.052
          7.176	 -0.033	 -0.052
          7.180	 -0.025	 -0.052
          7.184	 -0.026	 -0.050
          7.188	 -0.040	 -0.052
          7.192	 -0.046	 -0.060
          7.196	 -0.045	 -0.065
          7.200	 -0.041	 -0.069
          7.204	 -0.040	 -0.070
          7.208	 -0.035	 -0.071
          7.212	 -0.031	 -0.074
          7.216	 -0.026	 -0.075
          7.220	 -0.016	 -0.079
          7.224	 -0.013	 -0.099
          7.228	 -0.006	 -0.156
          7.232	 -0.004	 -0.241
          7.236	 -0.003	 -0.330
          7.240	 -0.006	 -0.386
          7.244	 -0.011	 -0.431
          7.248	 -0.010	 -0.444
          7.252	 -0.005	 -0.439
          7.256	  0.019	 -0.430
          7.260	  0.054	 -0.425
          7.264	  0.094	 -0.420
          7.268	  0.119	 -0.400
          7.272	  0.142	 -0.384
          7.276	  0.175	 -0.357
          7.280	  0.209	 -0.336
          7.284	  0.253	 -0.304
          7.288	  0.284	 -0.271
          7.292	  0.307	 -0.233
          7.296	  0.302	 -0.190
          7.300	  0.294	 -0.141
          7.304	  0.240	 -0.085
          7.308	  0.146	 -0.045
          7.312	  0.040	 -0.022
          7.316	 -0.065	 -0.009
          7.320	 -0.133	  0.007
          7.324	 -0.154	  0.009
          7.328	 -0.145	  0.005
          7.332	 -0.115	  0.004
          7.336	 -0.094	  0.006
          7.340	 -0.094	  0.016
          7.344	 -0.100	  0.025
          7.348	 -0.089	  0.024
          7.352	 -0.072	  0.015
          7.356	 -0.070	  0.009
          7.360	 -0.072	  0.010
          7.364	 -0.071	  0.005
          7.368	 -0.058	 -0.004
          7.372	 -0.055	 -0.004
          7.376	 -0.058	  0.009
          7.380	 -0.065	  0.024
          7.384	 -0.072	  0.020
          7.388	 -0.083	 -0.004
          7.392	 -0.090	 -0.024
          7.396	 -0.094	 -0.029
          7.400	 -0.098	 -0.019
          7.404	 -0.100	 -0.006
          7.408	 -0.099	 -0.006
          7.412	 -0.087	 -0.019
          7.416	 -0.080	 -0.030
          7.420	 -0.079	 -0.030
          7.424	 -0.071	 -0.022
          7.428	 -0.059	 -0.019
          7.432	 -0.050	 -0.021
          7.436	 -0.051	 -0.026
          7.440	 -0.055	 -0.021
          7.444	 -0.062	 -0.020
          7.448	 -0.075	 -0.022
          7.452	 -0.084	 -0.025
          7.456	 -0.079	 -0.021
          7.460	 -0.066	 -0.019
          7.464	 -0.060	 -0.019
          7.468	 -0.071	 -0.016
          7.472	 -0.080	 -0.013
          7.476	 -0.080	 -0.010
          7.480	 -0.076	 -0.005
          7.484	 -0.080	  0.000
          7.488	 -0.092	  0.003
          7.492	 -0.085	  0.003
          7.496	 -0.072	  0.004
          7.500	 -0.066	  0.007
          7.504	 -0.074	  0.011
          7.508	 -0.089	  0.015
          7.512	 -0.098	  0.018
          7.516	 -0.096	  0.019
          7.520	 -0.081	  0.019
          7.524	 -0.071	  0.020
          7.528	 -0.074	  0.026
          7.532	 -0.087	  0.029
          7.536	 -0.100	  0.031
          7.540	 -0.101	  0.031
          7.544	 -0.098	  0.031
          7.548	 -0.091	  0.034
          7.552	 -0.091	  0.036
          7.556	 -0.092	  0.036
          7.560	 -0.095	  0.036
          7.564	 -0.094	  0.040
          7.568	 -0.081	  0.044
          7.572	 -0.066	  0.044
          7.576	 -0.050	  0.041
          7.580	 -0.046	  0.040
          7.584	 -0.045	  0.043
          7.588	 -0.055	  0.045
          7.592	 -0.070	  0.052
          7.596	 -0.076	  0.051
          7.600	 -0.072	  0.052
          7.604	 -0.060	  0.051
          7.608	 -0.052	  0.050
          7.612	 -0.045	  0.049
          7.616	 -0.041	  0.052
          7.620	 -0.036	  0.060
          7.624	 -0.036	  0.064
          7.628	 -0.037	  0.070
          7.632	 -0.040	  0.074
          7.636	 -0.036	  0.077
          7.640	 -0.034	  0.076
          7.644	 -0.036	  0.080
          7.648	 -0.036	  0.087
          7.652	 -0.036	  0.092
          7.656	 -0.034	  0.096
          7.660	 -0.030	  0.099
          7.664	 -0.026	  0.099
          7.668	 -0.025	  0.100
          7.672	 -0.028	  0.102
          7.676	 -0.028	  0.104
          7.680	 -0.030	  0.102
          7.684	 -0.029	  0.098
          7.688	 -0.029	  0.096
          7.692	 -0.025	  0.100
          7.696	 -0.021	  0.100
          7.700	 -0.019	  0.095
          7.704	 -0.018	  0.091
          7.708	 -0.015	  0.092
          7.712	 -0.014	  0.092
          7.716	 -0.014	  0.092
          7.720	 -0.015	  0.094
          7.724	 -0.021	  0.095
          7.728	 -0.016	  0.099
          7.732	 -0.006	  0.098
          7.736	 -0.006	  0.098
          7.740	 -0.014	  0.095
          7.744	 -0.019	  0.091
          7.748	 -0.020	  0.090
          7.752	 -0.019	  0.091
          7.756	 -0.019	  0.092
          7.760	 -0.024	  0.092
          7.764	 -0.021	  0.094
          7.768	 -0.019	  0.096
          7.772	 -0.020	  0.101
          7.776	 -0.021	  0.104
          7.780	 -0.016	  0.107
          7.784	 -0.007	  0.113
          7.788	 -0.010	  0.117
          7.792	 -0.013	  0.124
          7.796	 -0.018	  0.130
          7.800	 -0.016	  0.141
          7.804	 -0.019	  0.149
          7.808	 -0.010	  0.159
          7.812	  0.006	  0.160
          7.816	  0.011	  0.159
          7.820	  0.013	  0.155
          7.824	  0.000	  0.149
          7.828	 -0.006	  0.145
          7.832	 -0.006	  0.135
          7.836	 -0.004	  0.131
          7.840	  0.001	  0.125
          7.844	  0.010	  0.119
          7.848	  0.021	  0.115
          7.852	  0.025	  0.116
          7.856	  0.029	  0.119
          7.860	  0.033	  0.116
          7.864	  0.037	  0.122
          7.868	  0.039	  0.122
          7.872	  0.041	  0.126
          7.876	  0.050	  0.124
          7.880	  0.051	  0.131
          7.884	  0.055	  0.138
          7.888	  0.058	  0.136
          7.892	  0.059	  0.129
          7.896	  0.054	  0.122
          7.900	  0.046	  0.122
          7.904	  0.041	  0.119
          7.908	  0.034	  0.115
          7.912	  0.026	  0.113
          7.916	  0.015	  0.116
          7.920	  0.005	  0.116
          7.924	 -0.001	  0.109
          7.928	 -0.006	  0.110
          7.932	 -0.019	  0.111
          7.936	 -0.026	  0.115
          7.940	 -0.029	  0.110
          7.944	 -0.030	  0.109
          7.948	 -0.031	  0.110
          7.952	 -0.029	  0.114
          7.956	 -0.028	  0.116
          7.960	 -0.028	  0.116
          7.964	 -0.026	  0.120
          7.968	 -0.028	  0.117
          7.972	 -0.030	  0.115
          7.976	 -0.028	  0.114
          7.980	 -0.028	  0.119
          7.984	 -0.022	  0.114
          7.988	 -0.021	  0.106
          7.992	 -0.020	  0.102
          7.996	 -0.024	  0.101
          8.000	 -0.021	  0.100
          8.004	 -0.016	  0.096
          8.008	 -0.010	  0.091
          8.012	 -0.005	  0.061
          8.016	 -0.001	 -0.001
          8.020	  0.003	 -0.085
          8.024	 -0.005	 -0.150
          8.028	 -0.005	 -0.196
          8.032	 -0.001	 -0.229
          8.036	  0.011	 -0.249
          8.040	  0.030	 -0.250
          8.044	  0.051	 -0.247
          8.048	  0.070	 -0.236
          8.052	  0.090	 -0.224
          8.056	  0.122	 -0.210
          8.060	  0.154	 -0.198
          8.064	  0.209	 -0.189
          8.068	  0.259	 -0.176
          8.072	  0.294	 -0.150
          8.076	  0.305	 -0.109
          8.080	  0.307	 -0.068
          8.084	  0.309	 -0.019
          8.088	  0.290	  0.033
          8.092	  0.246	  0.080
          8.096	  0.161	  0.106
          8.100	  0.048	  0.125
          8.104	 -0.060	  0.134
          8.108	 -0.133	  0.140
          8.112	 -0.152	  0.144
          8.116	 -0.146	  0.146
          8.120	 -0.125	  0.151
          8.124	 -0.110	  0.155
          8.128	 -0.096	  0.159
          8.132	 -0.086	  0.155
          8.136	 -0.079	  0.160
          8.140	 -0.070	  0.161
          8.144	 -0.062	  0.164
          8.148	 -0.060	  0.161
          8.152	 -0.060	  0.163
          8.156	 -0.060	  0.168
          8.160	 -0.058	  0.166
          8.164	 -0.056	  0.168
          8.168	 -0.058	  0.170
          8.172	 -0.059	  0.177
          8.176	 -0.055	  0.176
          8.180	 -0.060	  0.179
          8.184	 -0.059	  0.177
          8.188	 -0.058	  0.182
          8.192	 -0.060	  0.184
          8.196	 -0.056	  0.181
          8.200	 -0.052	  0.185
          8.204	 -0.046	  0.184
          8.208	 -0.051	  0.190
          8.212	 -0.055	  0.189
          8.216	 -0.059	  0.194
          8.220	 -0.062	  0.196
          8.224	 -0.062	  0.194
          8.228	 -0.062	  0.193
          8.232	 -0.061	  0.190
          8.236	 -0.060	  0.195
          8.240	 -0.056	  0.194
          8.244	 -0.059	  0.200
          8.248	 -0.060	  0.203
          8.252	 -0.062	  0.204
          8.256	 -0.062	  0.201
          8.260	 -0.061	  0.199
          8.264	 -0.059	  0.200
          8.268	 -0.058	  0.200
          8.272	 -0.058	  0.200
          8.276	 -0.059	  0.198
          8.280	 -0.062	  0.200
          8.284	 -0.065	  0.199
          8.288	 -0.068	  0.198
          8.292	 -0.069	  0.196
          8.296	 -0.071	  0.195
          8.300	 -0.071	  0.196
          8.304	 -0.072	  0.194
          8.308	 -0.072	  0.196
          8.312	 -0.072	  0.193
          8.316	 -0.075	  0.193
          8.320	 -0.076	  0.190
          8.324	 -0.081	  0.190
          8.328	 -0.083	  0.190
          8.332	 -0.081	  0.189
          8.336	 -0.084	  0.189
          8.340	 -0.083	  0.186
          8.344	 -0.080	  0.185
          8.348	 -0.074	  0.181
          8.352	 -0.072	  0.179
          8.356	 -0.070	  0.177
          8.360	 -0.065	  0.177
          8.364	 -0.061	  0.177
          8.368	 -0.059	  0.174
          8.372	 -0.060	  0.174
          8.376	 -0.061	  0.170
          8.380	 -0.058	  0.169
          8.384	 -0.051	  0.166
          8.388	 -0.050	  0.165
          8.392	 -0.045	  0.166
          8.396	 -0.039	  0.163
          8.400	 -0.033	  0.163
          8.404	 -0.031	  0.159
          8.408	 -0.030	  0.159
          8.412	 -0.025	  0.158
          8.416	 -0.028	  0.158
          8.420	 -0.029	  0.159
          8.424	 -0.031	  0.160
          8.428	 -0.031	  0.164
          8.432	 -0.031	  0.156
          8.436	 -0.031	  0.159
          8.440	 -0.029	  0.160
          8.444	 -0.031	  0.160
          8.448	 -0.033	  0.159
          8.452	 -0.036	  0.159
          8.456	 -0.037	  0.164
          8.460	 -0.037	  0.160
          8.464	 -0.036	  0.160
          8.468	 -0.031	  0.159
          8.472	 -0.029	  0.160
          8.476	 -0.025	  0.156
          8.480	 -0.026	  0.158
          8.484	 -0.028	  0.155
          8.488	 -0.028	  0.152
          8.492	 -0.024	  0.149
          8.496	 -0.019	  0.144
          8.500	 -0.016	  0.144
          8.504	 -0.015	  0.140
          8.508	 -0.018	  0.138
          8.512	 -0.016	  0.130
          8.516	 -0.020	  0.129
          8.520	 -0.022	  0.126
          8.524	 -0.022	  0.119
          8.528	 -0.019	  0.116
          8.532	 -0.016	  0.116
          8.536	 -0.016	  0.117
          8.540	 -0.016	  0.113
          8.544	 -0.016	  0.111
          8.548	 -0.016	  0.110
          8.552	 -0.020	  0.107
          8.556	 -0.019	  0.105
          8.560	 -0.020	  0.105
          8.564	 -0.020	  0.105
          8.568	 -0.016	  0.105
          8.572	 -0.013	  0.107
          8.576	 -0.011	  0.109
          8.580	 -0.013	  0.110
          8.584	 -0.014	  0.110
          8.588	 -0.013	  0.106
          8.592	 -0.010	  0.104
          8.596	 -0.011	  0.099
          8.600	 -0.005	  0.087
          8.604	  0.000	  0.076
          8.608	  0.000	  0.072
          8.612	  0.000	  0.070
          8.616	  0.003	  0.065
          8.620	  0.013	  0.058
          8.624	  0.010	  0.055
          8.628	  0.014	  0.059
          8.632	  0.016	  0.061
          8.636	  0.020	  0.065
          8.640	  0.021	  0.068
          8.644	  0.019	  0.072
          8.648	  0.021	  0.071
          8.652	  0.019	  0.070
          8.656	  0.026	  0.075
          8.660	  0.033	  0.080
          8.664	  0.040	  0.085
          8.668	  0.043	  0.081
          8.672	  0.044	  0.080
          8.676	  0.043	  0.080
          8.680	  0.039	  0.080
          8.684	  0.033	  0.076
          8.688	  0.020	  0.075
          8.692	  0.009	  0.077
          8.696	 -0.005	  0.077
          8.700	 -0.018	  0.074
          8.704	 -0.029	  0.069
          8.708	 -0.034	  0.068
          8.712	 -0.033	  0.065
          8.716	 -0.039	  0.061
          8.720	 -0.044	  0.060
          8.724	 -0.045	  0.059
          8.728	 -0.045	  0.059
          8.732	 -0.048	  0.056
          8.736	 -0.046	  0.054
          8.740	 -0.045	  0.052
          8.744	 -0.050	  0.051
          8.748	 -0.050	  0.049
          8.752	 -0.051	  0.049
          8.756	 -0.051	  0.049
          8.760	 -0.054	  0.040
          8.764	 -0.055	  0.033
          8.768	 -0.055	  0.024
          8.772	 -0.054	  0.020
          8.776	 -0.049	  0.018
          8.780	 -0.049	  0.019
          8.784	 -0.046	  0.025
          8.788	 -0.044	  0.018
          8.792	 -0.041	 -0.021
          8.796	 -0.044	 -0.100
          8.800	 -0.048	 -0.186
          8.804	 -0.050	 -0.247
          8.808	 -0.052	 -0.299
          8.812	 -0.045	 -0.325
          8.816	 -0.031	 -0.340
          8.820	 -0.010	 -0.330
          8.824	  0.016	 -0.324
          8.828	  0.040	 -0.311
          8.832	  0.058	 -0.290
          8.836	  0.077	 -0.275
          8.840	  0.105	 -0.260
          8.844	  0.147	 -0.251
          8.848	  0.193	 -0.225
          8.852	  0.230	 -0.195
          8.856	  0.247	 -0.156
          8.860	  0.249	 -0.113
          8.864	  0.250	 -0.068
          8.868	  0.226	 -0.011
          8.872	  0.175	  0.039
          8.876	  0.085	  0.072
          8.880	 -0.013	  0.089
          8.884	 -0.099	  0.098
          8.888	 -0.154	  0.104
          8.892	 -0.168	  0.107
          8.896	 -0.156	  0.109
          8.900	 -0.140	  0.110
          8.904	 -0.125	  0.109
          8.908	 -0.117	  0.110
          8.912	 -0.114	  0.113
          8.916	 -0.107	  0.115
          8.920	 -0.098	  0.113
          8.924	 -0.098	  0.110
          8.928	 -0.099	  0.110
          8.932	 -0.100	  0.110
          8.936	 -0.099	  0.114
          8.940	 -0.096	  0.114
          8.944	 -0.095	  0.116
          8.948	 -0.087	  0.116
          8.952	 -0.090	  0.117
          8.956	 -0.089	  0.115
          8.960	 -0.090	  0.116
          8.964	 -0.087	  0.119
          8.968	 -0.086	  0.114
          8.972	 -0.086	  0.113
          8.976	 -0.090	  0.113
          8.980	 -0.095	  0.117
          8.984	 -0.095	  0.116
          8.988	 -0.096	  0.116
          8.992	 -0.098	  0.122
          8.996	 -0.095	  0.120
          9.000	 -0.092	  0.121
          9.004	 -0.090	  0.120
          9.008	 -0.086	  0.120
          9.012	 -0.084	  0.120
          9.016	 -0.086	  0.117
          9.020	 -0.086	  0.119
          9.024	 -0.090	  0.125
          9.028	 -0.095	  0.129
          9.032	 -0.098	  0.122
          9.036	 -0.096	  0.121
          9.040	 -0.089	  0.119
          9.044	 -0.091	  0.119
          9.048	 -0.089	  0.117
          9.052	 -0.086	  0.116
          9.056	 -0.085	  0.121
          9.060	 -0.086	  0.119
          9.064	 -0.091	  0.122
          9.068	 -0.094	  0.121
          9.072	 -0.100	  0.122
          9.076	 -0.102	  0.115
          9.080	 -0.102	  0.114
          9.084	 -0.101	  0.113
          9.088	 -0.099	  0.115
          9.092	 -0.098	  0.115
          9.096	 -0.098	  0.111
          9.100	 -0.100	  0.107
          9.104	 -0.100	  0.105
          9.108	 -0.102	  0.106
          9.112	 -0.102	  0.105
          9.116	 -0.102	  0.102
          9.120	 -0.104	  0.106
          9.124	 -0.105	  0.109
          9.128	 -0.102	  0.114
          9.132	 -0.100	  0.120
          9.136	 -0.098	  0.130
          9.140	 -0.092	  0.125
          9.144	 -0.089	  0.113
          9.148	 -0.087	  0.099
          9.152	 -0.089	  0.098
          9.156	 -0.087	  0.102
          9.160	 -0.085	  0.114
          9.164	 -0.083	  0.128
          9.168	 -0.077	  0.129
          9.172	 -0.072	  0.121
          9.176	 -0.068	  0.114
          9.180	 -0.065	  0.104
          9.184	 -0.064	  0.091
          9.188	 -0.065	  0.094
          9.192	 -0.065	  0.102
          9.196	 -0.065	  0.104
          9.200	 -0.065	  0.095
          9.204	 -0.065	  0.087
          9.208	 -0.064	  0.091
          9.212	 -0.062	  0.098
          9.216	 -0.061	  0.094
          9.220	 -0.061	  0.080
          9.224	 -0.065	  0.077
          9.228	 -0.064	  0.079
          9.232	 -0.062	  0.071
          9.236	 -0.059	  0.064
          9.240	 -0.061	  0.060
          9.244	 -0.062	  0.056
          9.248	 -0.060	  0.048
          9.252	 -0.062	  0.035
          9.256	 -0.058	  0.025
          9.260	 -0.056	  0.025
          9.264	 -0.052	  0.021
          9.268	 -0.054	  0.007
          9.272	 -0.054	 -0.004
          9.276	 -0.050	 -0.005
          9.280	 -0.052	 -0.006
          9.284	 -0.051	 -0.006
          9.288	 -0.050	 -0.007
          9.292	 -0.052	 -0.007
          9.296	 -0.051	 -0.011
          9.300	 -0.048	 -0.016
